,name,type1,type2,ability1,ability2,hiddenability,hp,atk,physdef,spatk,spdef,speed,bst,alternate,isLegend,isFinal,tier
539,Sewaddle,bug,grass,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,310,False,False,False,LC
540,Swadloon,bug,grass,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,380,False,False,False,NFE
541,Leavanny,bug,grass,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,500,False,False,True,RU
542,Venipede,bug,poison,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,260,False,False,False,LC
543,Whirlipede,bug,poison,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,360,False,False,False,NFE
544,Scolipede,bug,poison,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,485,False,False,True,RU
545,Cottonee,grass,fairy,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,280,False,False,False,LC
546,Whimsicott,grass,fairy,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,480,False,False,True,RU
547,Petilil,grass,,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,280,False,False,False,LC
548,Lilligant,grass,,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,480,False,False,True,RU
549,Basculin,water,,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,460,False,False,True,RU
550,Sandile,ground,dark,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,292,False,False,False,LC
551,Krokorok,ground,dark,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,351,False,False,False,NFE
552,Krookodile,ground,dark,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,519,False,False,True,RU
553,Darumaka,fire,,Hustle,Inner Focus,,70,90,45,15,45,50,315,False,False,False,LC
554,Darmanitan,fire,,Sheer Force,Zen Mode,,105,140,55,30,55,95,480,False,False,True,RU
555,Maractus,grass,,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,461,False,False,True,RU
556,Dwebble,bug,rock,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,325,False,False,False,LC
557,Crustle,bug,rock,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,485,False,False,True,RU
558,Scraggy,dark,fighting,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,348,False,False,False,LC
559,Scrafty,dark,fighting,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,488,False,False,True,RU
560,Sigilyph,psychic,flying,Wonder Skin ,Magic Guard,Tinted Lens,72,58,80,103,80,97,490,False,False,True,RU
561,Yamask,ghost,,Mummy,,,38,30,85,55,65,30,303,False,False,False,LC
562,Cofagrigus,ghost,,Mummy,,,58,50,145,95,105,30,483,False,False,True,RU
563,Tirtouga,water,rock,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,355,False,False,False,LC
564,Carracosta,water,rock,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,495,False,False,True,RU
565,Archen,rock,flying,Defeatist,,,55,112,45,74,45,70,401,False,False,False,LC
566,Archeops,rock,flying,Defeatist,,,75,140,65,112,65,110,567,False,False,True,RU
567,Trubbish,poison,,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,329,False,False,False,LC
568,Garbodor,poison,,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,474,False,False,True,RU
569,Zorua,dark,,Illusion,,,40,65,40,80,40,65,330,False,False,False,LC
570,Zoroark,dark,,Illusion,,,60,105,60,120,60,105,510,False,False,True,RU
571,Minccino,normal,,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,300,False,False,False,LC
572,Cinccino,normal,,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,470,False,False,True,RU
573,Gothita,psychic,,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,290,False,False,False,LC
574,Gothorita,psychic,,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,390,False,False,False,NFE
575,Gothitelle,psychic,,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,490,False,False,True,RU
576,Solosis,psychic,,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,290,False,False,False,LC
577,Duosion,psychic,,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,370,False,False,False,NFE
578,Reuniclus,psychic,,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,490,False,False,True,RU
579,Ducklett,water,flying,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,305,False,False,False,LC
580,Swanna,water,flying,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,473,False,False,True,RU
581,Vanillite,ice,,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,305,False,False,False,LC
582,Vanillish,ice,,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,395,False,False,False,NFE
583,Vanilluxe,ice,,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,535,False,False,True,RU
584,Deerling,normal,grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,False,False,False,LC
585,Sawsbuck,normal,grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,False,False,True,RU
586,Emolga,electric,flying,Static,Motor Drive,,55,75,60,75,60,103,428,False,False,True,RU
587,Karrablast,bug,,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,315,False,False,False,LC
588,Escavalier,bug,steel,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,495,False,False,True,RU
589,Foongus,grass,poison,Effect Spore,Regenerator,,69,55,45,55,55,15,294,False,False,False,LC
590,Amoonguss,grass,poison,Effect Spore,Regenerator,,114,85,70,85,80,30,464,False,False,True,RU
591,Frillish,water,ghost,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,335,False,False,False,LC
592,Jellicent,water,ghost,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,480,False,False,True,RU
593,Alomomola,water,,Healer,Hydration,Regenerator,165,75,80,40,45,65,470,False,False,True,RU
594,Joltik,bug,electric,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,319,False,False,False,LC
595,Galvantula,bug,electric,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108,472,False,False,True,RU
596,Ferroseed,grass,steel,Iron Barbs,,,44,50,91,24,86,10,305,False,False,False,LC
597,Ferrothorn,grass,steel,Iron Barbs,Anticipation,,74,94,131,54,116,20,489,False,False,True,OU
598,Klink,steel,,Plus,Minus,Clear Body,40,55,70,45,60,30,300,False,False,False,LC
599,Klang,steel,,Plus,Minus,Clear Body,60,80,95,70,85,50,440,False,False,False,NFE
600,Klinklang,steel,,Plus,Minus,Clear Body,60,100,115,70,85,90,520,False,False,True,RU
601,Tynamo,electric,,Levitate,,,35,55,40,45,40,60,275,False,False,False,LC
602,Eelektrik,electric,,Levitate,,,65,85,70,75,70,40,405,False,False,False,NFE
603,Eelektross,electric,,Levitate,,,85,115,80,105,80,50,515,False,False,True,RU
604,Elgyem,psychic,,Telepathy,Synchronize,Analytic,55,55,55,85,55,30,335,False,False,False,LC
605,Beheeyem,psychic,,Telepathy,Synchronize,Analytic,75,75,75,125,95,40,485,False,False,True,RU
606,Litwick,ghost,fire,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,275,False,False,False,LC
607,Lampent,ghost,fire,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,370,False,False,False,NFE
608,Chandelure,ghost,fire,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80,520,False,False,True,RU
609,Axew,dragon,,Rivalry,Mold Breaker,Unnerve,46,87,60,30,40,57,320,False,False,False,LC
610,Fraxure,dragon,,Rivalry,Mold Breaker,Unnerve,66,117,70,40,50,67,410,False,False,False,NFE
611,Haxorus,dragon,,Rivalry,Mold Breaker,Unnerve,76,147,90,60,70,97,540,False,False,True,RU
612,Cubchoo,ice,,Snow Cloak,Slush Rush,Rattled,55,70,40,60,40,40,305,False,False,False,LC
613,Beartic,ice,,Snow Cloak,Slush Rush,Swift Swim,95,130,80,70,80,50,505,False,False,True,RU
614,Cryogonal,ice,,Levitate,,,80,50,50,95,135,105,515,False,False,True,RU
615,Shelmet,bug,,Hydration,Shell Armor,Overcoat,50,40,85,40,65,25,305,False,False,False,LC
616,Accelgor,bug,,Hydration,Sticky Hold,Unburden,80,70,40,100,60,145,495,False,False,True,RU
617,Stunfisk,ground,electric,Static,Limber,Sand Veil,109,66,84,81,99,32,471,False,False,True,RU
618,Mienfoo,fighting,,Inner Focus,Regenerator,Reckless,45,85,50,55,50,65,350,False,False,False,LC
619,Mienshao,fighting,,Inner Focus,Regenerator,Reckless,65,125,60,95,60,105,510,False,False,True,RU
620,Druddigon,dragon,,Rough Skin,Sheer Force,Mold Breaker,77,120,90,60,90,48,485,False,False,True,RU
621,Golett,ground,ghost,Iron Fist,Klutz,No Guard,59,74,50,35,50,35,303,False,False,False,LC
622,Golurk,ground,ghost,Iron Fist,Klutz,No Guard,89,124,80,55,80,55,483,False,False,True,RU
623,Pawniard,dark,steel,Defiant,Inner Focus,Pressure,45,85,70,40,40,60,340,False,False,False,LC
624,Bisharp,dark,steel,Defiant,Inner Focus,Pressure,65,125,100,60,70,70,490,False,False,False,NFE
625,Bouffalant,normal,,Reckless,Sap Sipper,Soundproof,95,110,95,40,95,55,490,False,False,True,RU
626,Rufflet,normal,flying,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60,350,False,False,False,NFE
627,Braviary,normal,flying,Keen Eye,Sheer Force,Defiant,100,123,75,57,75,80,510,False,False,True,RU
628,Vullaby,dark,flying,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60,370,False,False,False,LC
629,Mandibuzz,dark,flying,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80,510,False,False,True,RU
630,Heatmor,fire,,Gluttony,Flash Fire,White Smoke,85,97,66,105,66,65,484,False,False,True,RU
631,Durant,bug,steel,Swarm,Hustle,Truant,58,109,112,48,48,109,484,False,False,True,RU
632,Deino,dark,dragon,Hustle,,,52,65,50,45,50,38,300,False,False,False,LC
633,Zweilous,dark,dragon,Hustle,,,72,85,70,65,70,58,420,False,False,False,NFE
634,Hydreigon,dark,dragon,Levitate,,,92,105,90,125,90,98,600,False,False,True,UU
635,Larvesta,bug,fire,Flame Body,Swarm,,55,85,55,50,55,60,360,False,False,False,LC
636,Volcarona,bug,fire,Flame Body,Swarm,,85,60,65,135,105,100,550,False,False,True,OU
637,Cobalion,steel,fighting,Justified,,,91,90,129,90,72,108,580,False,True,True,RU
638,Terrakion,rock,fighting,Justified,,,91,129,90,72,90,108,580,False,True,True,RU
639,Virizion,grass,fighting,Justified,,,91,90,72,90,129,108,580,False,True,True,RU
640,Tornadus,flying,,Prankster,Defiant,,79,115,70,125,80,111,580,False,True,True,RU
641,Thundurus,electric,flying,Prankster,Defiant,,79,115,70,125,80,111,580,False,True,True,RU
642,Reshiram,dragon,fire,Turboblaze,,,100,120,100,150,120,90,680,False,True,True,Uber
643,Zekrom,dragon,electric,Teravolt,,,100,150,120,120,100,90,680,False,True,True,Uber
644,Landorus,ground,flying,Sand Force,Sheer Force,,89,125,90,115,80,101,600,False,True,True,Uber
645,Kyurem,dragon,ice,Pressure,,,125,130,90,130,90,95,660,False,True,True,RU
646,Keldeo,water,fighting,Justified,,,91,72,90,129,90,108,580,False,True,True,RU
647,Meloetta,normal,psychic,Serene Grace,,,100,77,77,128,128,90,600,False,True,True,RU
648,Genesect,bug,steel,Download,,,71,120,95,120,95,99,600,False,True,True,Uber
649,Chespin,grass,,Overgrow,Bulletproof,,56,61,65,48,45,38,313,False,False,False,LC
650,Quilladin,grass,,Overgrow,Bulletproof,,61,78,95,56,58,57,405,False,False,False,NFE
651,Chesnaught,grass,fighting,Overgrow,Bulletproof,,88,107,122,74,75,64,530,False,False,True,RU
652,Fennekin,fire,,Blaze,Magician,,40,45,40,62,60,60,307,False,False,False,LC
653,Braixen,fire,,Blaze,Magician,,59,59,58,90,70,73,409,False,False,False,NFE
654,Delphox,fire,psychic,Blaze,Magician,,75,69,72,114,100,104,534,False,False,True,RU
655,Froakie,water,,Torrent,Protean,,41,56,40,62,44,71,314,False,False,False,LC
656,Frogadier,water,,Torrent,Protean,,54,63,52,83,56,97,405,False,False,False,NFE
657,Greninja,water,dark,Torrent,Protean,,72,95,67,103,71,122,530,False,False,True,OU
658,Bunnelby,normal,,Pickup,Cheek Pouch,Huge Power,38,36,38,32,36,57,237,False,False,False,LC
659,Diggersby,normal,ground,Pickup,Cheek Pouch,Huge Power,85,56,77,50,77,78,423,False,False,True,RU
660,Fletchling,normal,flying,Big Pecks,Gale Wings,,45,50,43,40,38,62,278,False,False,False,LC
661,Fletchinder,fire,flying,Flame Body,Gale Wings,,62,73,55,56,52,84,382,False,False,False,NFE
662,Talonflame,fire,flying,Flame Body,Gale Wings,,78,81,71,74,69,126,499,False,False,True,RU
663,Scatterbug,bug,,Shield Dust,Compound Eyes,Friend Guard,38,35,40,27,25,35,200,False,False,False,LC
664,Spewpa,bug,,Shed Skin,Friend Guard,,45,22,60,27,30,29,213,False,False,False,NFE
665,Vivillon,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,False,False,True,RU
666,Litleo,fire,normal,Rivalry,Unnerve,Moxie,62,50,58,73,54,72,369,False,False,False,LC
667,Pyroar,fire,normal,Rivalry,Unnerve,Moxie,86,68,72,109,66,106,507,False,False,True,RU
668,Flabébé,fairy,,Flower Veil,Symbiosis,,44,38,39,61,79,42,303,False,False,False,LC
669,Floette,fairy,,Flower Veil,Symbiosis,,54,45,47,75,98,52,371,False,False,False,NFE
670,Florges,fairy,,Flower Veil,Symbiosis,,78,65,68,112,154,75,552,False,False,True,RU
671,Skiddo,grass,,Sap Sipper,Grass Pelt,,66,65,48,62,57,52,350,False,False,False,LC
672,Gogoat,grass,,Sap Sipper,Grass Pelt,,123,100,62,97,81,68,531,False,False,True,RU
673,Pancham,fighting,,Iron Fist,Mold Breaker,Scrappy,67,82,62,46,48,43,348,False,False,False,LC
674,Pangoro,fighting,dark,Iron Fist,Mold Breaker,Scrappy,95,124,78,69,71,58,495,False,False,True,RU
675,Furfrou,normal,,Fur Coat,,,75,80,60,65,90,102,472,False,False,True,RU
676,Espurr,psychic,,Keen Eye,Infiltrator,Own Tempo,62,48,54,63,60,68,355,False,False,False,LC
677,Meowstic,psychic,,Keen Eye,Infiltrator,Prankster,74,48,76,83,81,104,466,False,False,True,RU
678,Honedge,steel,ghost,No Guard,,,45,80,100,35,37,28,325,False,False,False,LC
679,Doublade,steel,ghost,No Guard,,,59,110,150,45,49,35,448,False,False,False,NFE
680,Aegislash,steel,ghost,Stance Change,,,60,50,140,50,140,60,500,False,False,True,UU
681,Spritzee,fairy,,Healer,Aroma Veil,,78,52,60,63,65,23,341,False,False,False,LC
682,Aromatisse,fairy,,Healer,Aroma Veil,,101,72,72,99,89,29,462,False,False,True,RU
683,Swirlix,fairy,,Sweet Veil,Unburden,,62,48,66,59,57,49,341,False,False,False,LC
684,Slurpuff,fairy,,Sweet Veil,Unburden,,82,80,86,85,75,72,480,False,False,True,RU
685,Inkay,dark,psychic,Contrary,Suction Cups,Infiltrator,53,54,53,37,46,45,288,False,False,False,LC
686,Malamar,dark,psychic,Contrary,Suction Cups,Infiltrator,86,92,88,68,75,73,482,False,False,True,RU
687,Binacle,rock,water,Tough Claws,Sniper,Pickpocket,42,52,67,39,56,50,306,False,False,False,LC
688,Barbaracle,rock,water,Tough Claws,Sniper,Pickpocket,72,105,115,54,86,68,500,False,False,True,RU
689,Skrelp,poison,water,Poison Point,Poison Touch,Adaptability,50,60,60,60,60,30,320,False,False,False,LC
690,Dragalge,poison,dragon,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44,494,False,False,True,RU
691,Clauncher,water,,Mega Launcher,,,50,53,62,58,63,44,330,False,False,False,LC
692,Clawitzer,water,,Mega Launcher,,,71,73,88,120,89,59,500,False,False,True,RU
693,Helioptile,electric,normal,Dry Skin,Sand Veil,Solar Power,44,38,33,61,43,70,289,False,False,False,LC
694,Heliolisk,electric,normal,Dry Skin,Sand Veil,Solar Power,62,55,52,109,94,109,481,False,False,True,RU
695,Tyrunt,rock,dragon,Strong Jaw,Sturdy,,58,89,77,45,45,48,362,False,False,False,LC
696,Tyrantrum,rock,dragon,Strong Jaw,Rock Head,,82,121,119,69,59,71,521,False,False,True,RU
697,Amaura,rock,ice,Refrigerate,Snow Warning,,77,59,50,67,63,46,362,False,False,False,LC
698,Aurorus,rock,ice,Refrigerate,Snow Warning,,123,77,72,99,92,58,521,False,False,True,RU
699,Sylveon,fairy,,Cute Charm,Pixilate,,95,65,65,110,130,60,525,False,False,True,RU
700,Hawlucha,fighting,flying,Limber,Unburden,Mold Breaker,78,92,75,74,63,118,500,False,False,True,UU
701,Dedenne,electric,fairy,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101,431,False,False,True,RU
702,Carbink,rock,fairy,Clear Body,Sturdy,,50,50,150,50,150,50,500,False,False,True,RU
703,Goomy,dragon,,Sap Sipper,Hydration,Gooey,45,50,35,55,75,40,300,False,False,False,LC
704,Sliggoo,dragon,,Sap Sipper,Hydration,Gooey,68,75,53,83,113,60,452,False,False,False,NFE
705,Goodra,dragon,,Sap Sipper,Hydration,Gooey,90,100,70,110,150,80,600,False,False,True,RU
706,Klefki,steel,fairy,Prankster,Magician,,57,80,91,80,87,75,470,False,False,True,RU
707,Phantump,ghost,grass,Natural Cure,Frisk,Harvest,43,70,48,50,60,38,309,False,False,False,LC
708,Trevenant,ghost,grass,Natural Cure,Frisk,Harvest,85,110,76,65,82,56,474,False,False,True,RU
709,Pumpkaboo,ghost,grass,Pickup,Frisk,Insomnia,49,66,70,44,55,51,335,False,False,False,LC
710,Gourgeist,ghost,grass,Pickup,Frisk,Insomnia,65,90,122,58,75,84,494,False,False,True,RU
711,Bergmite,ice,,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28,304,False,False,False,LC
712,Avalugg,ice,,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28,514,False,False,True,RU
713,Noibat,flying,dragon,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55,245,False,False,False,LC
714,Noivern,flying,dragon,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123,535,False,False,True,RU
715,Xerneas,fairy,,Fairy Aura,,,126,131,95,131,98,99,680,False,True,True,Uber
716,Yveltal,dark,flying,Dark Aura,,,126,131,95,131,98,99,680,False,True,True,Uber
717,Zygarde,dragon,ground,Aura Break,,Power Construct,108,100,121,81,95,95,600,False,True,True,Uber
718,Diancie,rock,fairy,Clear Body,,,50,100,150,100,150,50,600,False,True,True,RU
719,Hoopa,psychic,ghost,Magician,,,80,110,60,150,130,70,600,False,True,True,RU
720,Volcanion,fire,water,Water Absorb,,,80,110,120,130,90,70,600,False,True,True,RU
721,Rowlet,grass,flying,Overgrow,Long Reach,,68,55,55,50,50,42,320,False,False,False,LC
722,Dartrix,grass,flying,Overgrow,Long Reach,,78,75,75,70,70,52,420,False,False,False,NFE
723,Decidueye,grass,ghost,Overgrow,Long Reach,,78,107,75,100,100,70,530,False,False,True,RU
724,Litten,fire,,Blaze,Intimidate,,45,65,40,60,40,70,320,False,False,False,LC
725,Torracat,fire,,Blaze,Intimidate,,65,85,50,80,50,90,420,False,False,False,NFE
726,Incineroar,fire,dark,Blaze,Intimidate,,95,115,90,80,90,60,530,False,False,True,RU
727,Popplio,water,,Torrent,Liquid Voice,,50,54,54,66,56,40,320,False,False,False,LC
728,Brionne,water,,Torrent,Liquid Voice,,60,69,69,91,81,50,420,False,False,False,NFE
729,Primarina,water,fairy,Torrent,Liquid Voice,,80,74,74,126,116,60,530,False,False,True,RU
730,Pikipek,normal,flying,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65,265,False,False,False,LC
731,Trumbeak,normal,flying,Keen Eye,Skill Link,Pickup,55,85,50,40,50,75,355,False,False,False,NFE
732,Toucannon,normal,flying,Keen Eye,Skill Link,Sheer Force,80,120,75,75,75,60,485,False,False,True,RU
733,Yungoos,normal,,Stakeout,Strong Jaw,Adaptability,48,70,30,30,30,45,253,False,False,False,LC
734,Gumshoos,normal,,Stakeout,Strong Jaw,Adaptability,88,110,60,55,60,45,418,False,False,True,RU
735,Grubbin,bug,,Swarm,,,47,62,45,55,45,46,300,False,False,False,LC
736,Charjabug,bug,electric,Battery,,,57,82,95,55,75,36,400,False,False,False,NFE
737,Vikavolt,bug,electric,Levitate,,,77,70,90,145,75,43,500,False,False,True,RU
738,Crabrawler,fighting,,Hyper Cutter,Iron Fist,Anger Point,47,82,57,42,47,63,338,False,False,False,LC
739,Crabominable,fighting,ice,Hyper Cutter,Iron Fist,Anger Point,97,132,77,62,67,43,478,False,False,True,RU
740,Oricorio,fire,flying,Dancer,,,75,70,70,98,70,93,476,False,False,True,RU
741,Cutiefly,bug,fairy,Honey Gather,Shield Dust,Sweet Veil,40,45,40,55,40,84,304,False,False,False,LC
742,Ribombee,bug,fairy,Honey Gather,Shield Dust,Sweet Veil,60,55,60,95,70,124,464,False,False,True,RU
743,Rockruff,rock,,Keen Eye,Vital Spirit,Steadfast,45,65,40,30,40,60,280,False,False,False,LC
744,Lycanroc,rock,,Keen Eye,Sand Rush,Steadfast,75,115,65,55,65,112,487,False,False,True,RU
745,Wishiwashi,water,,Schooling,,,45,20,20,25,25,40,175,False,False,True,RU
746,Mareanie,poison,water,Merciless,Limber,Regenerator,50,53,62,43,52,45,305,False,False,False,LC
747,Toxapex,poison,water,Merciless,Limber,Regenerator,50,63,152,53,142,35,495,False,False,True,OU
748,Mudbray,ground,,Own Tempo,Stamina,Inner Focus,70,100,70,45,55,45,385,False,False,False,LC
749,Mudsdale,ground,,Own Tempo,Stamina,Inner Focus,100,125,100,55,85,35,500,False,False,True,RU
750,Dewpider,water,bug,Water Bubble,Water Absorb,,38,40,52,40,72,27,269,False,False,False,LC
751,Araquanid,water,bug,Water Bubble,Water Absorb,,68,70,92,50,132,42,454,False,False,True,RU
752,Fomantis,grass,,Leaf Guard,Contrary,,40,55,35,50,35,35,250,False,False,False,LC
753,Lurantis,grass,,Leaf Guard,Contrary,,70,105,90,80,90,45,480,False,False,True,RU
754,Morelull,grass,fairy,Illuminate,Effect Spore,Rain Dish,40,35,55,65,75,15,285,False,False,False,LC
755,Shiinotic,grass,fairy,Illuminate,Effect Spore,Rain Dish,60,45,80,90,100,30,405,False,False,True,RU
756,Salandit,poison,fire,Corrosion,Oblivious,,48,44,40,71,40,77,320,False,False,False,LC
757,Salazzle,poison,fire,Corrosion,Oblivious,,68,64,60,111,60,117,480,False,False,True,RU
758,Stufful,normal,fighting,Fluffy,Klutz,Cute Charm,70,75,50,45,50,50,340,False,False,False,LC
759,Bewear,normal,fighting,Fluffy,Klutz,Unnerve,120,125,80,55,60,60,500,False,False,True,RU
760,Bounsweet,grass,,Leaf Guard,Oblivious,Sweet Veil,42,30,38,30,38,32,210,False,False,False,LC
761,Steenee,grass,,Leaf Guard,Oblivious,Sweet Veil,52,40,48,40,48,62,290,False,False,False,NFE
762,Tsareena,grass,,Leaf Guard,Queenly Majesty,Sweet Veil,72,120,98,50,98,72,510,False,False,True,RU
763,Comfey,fairy,,Flower Veil,Triage,Natural Cure,51,52,90,82,110,100,485,False,False,True,RU
764,Oranguru,normal,psychic,Inner Focus,Telepathy,Symbiosis,90,60,80,90,110,60,490,False,False,True,RU
765,Passimian,fighting,,Receiver,Defiant,,100,120,90,40,60,80,490,False,False,True,RU
766,Wimpod,bug,water,Wimp Out,,,25,35,40,20,30,80,230,False,False,False,LC
767,Golisopod,bug,water,Emergency Exit,,,75,125,140,60,90,40,530,False,False,True,RU
768,Sandygast,ghost,ground,Water Compaction,Sand Veil,,55,55,80,70,45,15,320,False,False,False,LC
769,Palossand,ghost,ground,Water Compaction,Sand Veil,,85,75,110,100,75,35,480,False,False,True,RU
770,Pyukumuku,water,,Innards Out,Unaware,,55,60,130,30,130,5,410,False,False,True,RU
771,Type: Null,normal,,Battle Armor,,,95,95,95,95,95,59,534,False,True,False,NFE
772,Silvally,normal,,RKS System,,,95,95,95,95,95,95,570,False,True,True,RU
773,Minior,rock,flying,Shields Down,,,60,60,100,60,100,60,440,False,False,True,RU
774,Komala,normal,,Comatose,,,65,115,65,75,95,65,480,False,False,True,RU
775,Turtonator,fire,dragon,Shell Armor,,,60,78,135,91,85,36,485,False,False,True,RU
776,Togedemaru,electric,steel,Iron Barbs,Lightning Rod,Sturdy,65,98,63,40,73,96,435,False,False,True,RU
777,Mimikyu,ghost,fairy,Disguise,,,55,90,80,50,105,96,476,False,False,True,RU
778,Bruxish,water,psychic,Dazzling,Strong Jaw,Wonder Skin ,68,105,70,70,70,92,475,False,False,True,RU
779,Drampa,normal,dragon,Berserk,Sap Sipper,Cloud Nine,78,60,85,135,91,36,485,False,False,True,RU
780,Dhelmise,ghost,grass,Steelworker,,,70,131,100,86,90,40,517,False,False,True,RU
781,Jangmo-o,dragon,,Bulletproof,Soundproof,Overcoat,45,55,65,45,45,45,300,False,False,False,LC
782,Hakamo-o,dragon,fighting,Bulletproof,Soundproof,Overcoat,55,75,90,65,70,65,420,False,False,False,NFE
783,Kommo-o,dragon,fighting,Bulletproof,Soundproof,Overcoat,75,110,125,100,105,85,600,False,False,True,UU
784,Tapu Koko,electric,fairy,Electric Surge,Telepathy,,70,115,85,95,75,130,570,False,True,True,OU
785,Tapu Lele,psychic,fairy,Psychic Surge,Telepathy,,70,85,75,130,115,95,570,False,True,True,OU
786,Tapu Bulu,grass,fairy,Grassy Surge,Telepathy,,70,130,115,85,95,75,570,False,True,True,RU
787,Tapu Fini,water,fairy,Misty Surge,Telepathy,,70,75,115,95,130,85,570,False,True,True,UU
788,Cosmog,psychic,,Unaware,,,43,29,31,29,31,37,200,False,True,False,LC
789,Cosmoem,psychic,,Sturdy,,,43,29,131,29,131,37,400,False,True,False,NFE
790,Solgaleo,psychic,steel,Full Metal Body,,,137,137,107,113,89,97,680,False,True,True,Uber
791,Lunala,psychic,ghost,Shadow Shield,,,137,113,89,137,107,97,680,False,True,True,Uber
792,Nihilego,rock,poison,Beast Boost,,,109,53,47,127,131,103,570,False,True,True,RU
793,Buzzwole,bug,fighting,Beast Boost,,,107,139,139,53,53,79,570,False,True,True,UU
794,Pheromosa,bug,fighting,Beast Boost,,,71,137,37,137,37,151,570,False,True,True,Uber
795,Xurkitree,electric,,Beast Boost,,,83,89,71,173,71,83,570,False,True,True,RU
796,Celesteela,steel,flying,Beast Boost,,,97,101,103,107,101,61,570,False,True,True,UU
797,Kartana,grass,steel,Beast Boost,,,59,181,131,59,31,109,570,False,True,True,OU
798,Guzzlord,dark,dragon,Beast Boost,,,223,101,53,97,53,43,570,False,True,True,RU
799,Necrozma,psychic,,Prism Armor,,,97,107,101,127,89,79,600,False,True,True,RU
800,Magearna,steel,fairy,Soul-Heart,,,80,95,115,130,115,65,600,False,True,True,Uber
801,Marshadow,fighting,ghost,Technician,,,90,125,80,90,90,125,600,False,True,True,Uber
802,Poipole,poison,,Beast Boost,,,67,73,67,73,67,73,420,False,True,False,NFE
803,Naganadel,poison,dragon,Beast Boost,,,73,73,73,127,73,121,540,False,True,True,Uber
804,Stakataka,rock,steel,Beast Boost,,,61,131,211,53,101,13,570,False,True,True,RU
805,Blacephalon,fire,ghost,Beast Boost,,,53,127,53,151,79,107,570,False,True,True,UU
806,Zeraora,electric,,Volt Absorb,,,88,112,75,102,80,143,600,False,True,True,RU
807,Meltan,steel,,Magnet Pull,,,46,65,65,55,35,34,300,False,True,True,RU
808,Melmetal,steel,,Iron Fist,,,135,143,143,80,65,34,600,False,True,True,Uber
